Depth;LFP_RHOB_B;LFP_RHOB_G;LFP_RHOB_O;LFP_RHOB_V;LFP_VP_B;LFP_VP_G;LFP_VP_O;LFP_VP_V;LFP_VS_B;LFP_VS_G;LFP_VS_O;LFP_VS_V;Vp_50oil50water;Vs_50oil50water;Rho_50oil50water;Vp_20oil80water;Vs_20oil80water;Rho_20oil80water;Vp_80oil20water;Vs_80oil20water;Rho_80oil20water;Vp_50oil50gas;Vs_50oil50gas;Rho_50oil50gas
1741.0664;2.1324;2.1324;2.1324;2.1324;2590.5361;2590.5361;2590.5361;2590.5361;1223.0309;1223.0309;1223.0309;1223.0309;2591.1916;1223.7448;2.1325;2591.1916;1223.7448;2.1325;2591.1916;1223.7448;2.1325;2591.1916;1223.7448;2.1325
1741.2188;2.1098;2.1098;2.1098;2.1098;2628.7469;2628.7469;2628.7469;2628.7469;1276.7975;1276.7975;1276.7975;1276.7975;2628.3388;1275.7785;2.1102;2628.2929;1275.7832;2.1102;2628.3898;1275.7739;2.1102;2628.6004;1275.7337;2.1102
1741.3712;2.102;2.1022;2.1022;2.1022;2705.3882;2708.7124;2706.1887;2705.9631;1366.3696;1365.2257;1366.1656;1366.2317;2705.0227;1367.2414;2.1014;2705.9921;1367.1436;2.1018;2704.0597;1367.3376;2.1012;2698.9669;1368.2345;2.1
1741.5236;2.1084;2.0637;2.1017;2.1041;2866.3706;2819.4324;2850.0926;2854.4236;1466.5018;1484.5928;1469.0877;1468.1922;2791.1834;1471.6316;2.0912;2829.896;1468.3352;2.1002;2762.0919;1474.9472;2.0821;2554.096;1509.522;1.9901
1741.676;2.1276;1.92;2.0959;2.1055;3132.5068;2956.1717;3064.8576;3080.5015;1619.9293;1707.8494;1632.2323;1628.3035;3080.2659;1626.2308;2.1063;3104.3598;1622.4806;2.116;3063.6143;1630.0071;2.0965;2978.7593;1668.2463;2.0018
1741.8284;2.1378;1.9061;2.1034;2.1114;3227.0901;3091.5909;3155.3405;3165.7715;1735.1033;1838.0501;1749.2854;1746.0244;3176.578;1743.6136;2.117;3204.1656;1739.0318;2.1281;3157.6818;1748.2318;2.1058;3048.8016;1796.8082;1.9934
1741.9808;2.1512;1.9029;2.1144;2.1193;3255.1389;3119.7685;3175.9264;3182.2516;1772.7048;1884.2098;1788.0369;1786.015;3203.5023;1780.4529;2.1314;3234.4038;1775.5094;2.1433;3182.2839;1785.4379;2.1195;3049.2712;1839.1849;1.9971
1742.1332;2.164;1.9167;2.1273;2.1292;3268.135;3128.1336;3186.0754;3188.7249;1783.3542;1895.2316;1798.5969;1797.8054;3216.1985;1791.1374;2.1449;3247.9106;1786.1779;2.1568;3194.3768;1796.1385;2.133;3056.0713;1850.4954;2.0096
1742.2856;2.1682;1.9236;2.1319;2.1331;3270.2807;3128.2055;3188.3373;3189.4984;1779.7619;1888.9672;1794.8391;1794.3449;3218.2428;1788.1583;2.1497;3250.115;1783.2875;2.1614;3196.247;1793.0692;2.1379;3055.2143;1846.4439;2.0159
1742.438;2.1663;1.9208;2.1299;2.1305;3270.4033;3136.241;3190.5249;3191.3933;1759.6397;1868.7724;1774.6109;1774.3483;3220.1062;1767.4898;2.1476;3251.0832;1762.6451;2.1594;3198.8372;1772.3746;2.1358;3064.4303;1825.438;2.0135
1742.5904;2.1626;1.9152;2.1259;2.1262;3254.9163;3118.2181;3174.0002;3174.3015;1753.3852;1863.2429;1768.478;1768.3638;3204.8984;1761.0339;2.1438;3236.3191;1756.1595;2.1557;3183.2991;1765.9492;2.1319;3045.8543;1819.3446;2.0086
1742.7428;2.1566;1.9064;2.1195;2.1195;3217.0685;3060.3475;3130.1443;3130.2231;1752.1407;1863.4511;1767.4276;1767.4196;3162.7146;1760.1047;2.1375;3196.3214;1755.1654;2.1495;3139.4156;1765.0861;2.1255;2988.0745;1819.2104;2.0009
1742.8952;2.147;1.8925;2.1092;2.1092;3202.6718;3047.2012;3115.9474;3115.8502;1745.4363;1858.8639;1760.9602;1760.9931;3147.6679;1753.3478;2.1275;3181.2794;1748.3233;2.1398;3124.4098;1758.4159;2.1153;2973.921;1813.5435;1.9887
1743.0476;2.1373;1.8779;2.0988;2.0986;3196.9077;3052.3214;3112.4071;3112.2244;1728.4799;1844.6079;1744.3244;1744.3848;3143.8945;1737.3437;2.1176;3176.7966;1732.2424;2.1301;3121.2579;1742.4904;2.1051;2976.5716;1798.4955;1.9761
1743.2;2.1334;1.8752;2.0951;2.095;3177.4209;3035.0852;3094.4493;3094.3443;1697.8411;1810.7894;1713.266;1713.2997;3124.3865;1706.0796;2.1131;3156.5636;1701.0788;2.1256;3102.2782;1711.1248;2.1007;2963.4144;1765.8881;1.9723
1743.3524;2.1325;1.879;2.095;2.095;3158.8179;3005.7383;3075.3132;3075.3061;1686.7559;1796.5924;1701.7859;1701.7868;3103.971;1694.969;2.1119;3136.4366;1690.1041;2.124;3081.5316;1699.8762;2.0997;2939.7211;1752.6627;1.9751
1743.5048;2.1279;1.8773;2.0907;2.0908;3139.1337;2976.1211;3054.6343;3054.69;1683.3674;1792.4082;1698.3006;1698.2863;3084.2927;1691.7572;2.1069;3117.1667;1686.9211;2.119;3061.4853;1696.6352;2.0948;2916.6443;1748.8566;1.9716
1743.6572;2.1188;1.8644;2.0811;2.0811;3099.3181;2918.8985;3009.4305;3009.4824;1679.8554;1791.0387;1695.0238;1695.0107;3040.954;1688.5066;2.0974;3076.1554;1683.6045;2.1096;3016.3292;1693.4518;2.0852;2855.272;1746.3574;1.9607
1743.8096;2.1115;1.8457;2.0721;2.072;3084.1415;2902.5966;2990.4963;2990.4262;1674.3616;1790.7115;1690.2028;1690.2142;3023.878;1682.9021;2.0901;3060.0686;1677.7777;2.1029;2998.6249;1688.0737;2.0773;2833.9306;1744.0495;1.9462
1743.962;2.1094;1.8364;2.0689;2.0688;3084.2777;2910.4049;2989.7771;2989.6005;1668.8369;1788.9221;1685.1143;1685.176;3024.4698;1677.208;2.0884;3060.9375;1671.9515;2.1016;2999.1327;1682.5143;2.0753;2833.8408;1740.4916;1.9393
1744.1144;2.1081;1.8329;2.0673;2.067;3085.8581;2916.9743;2992.1972;2991.8224;1663.2509;1783.7381;1679.5931;1679.7115;3026.7818;1671.6281;2.0872;3062.874;1666.3487;2.1004;3001.7603;1676.958;2.0739;2839.5676;1735.2888;1.9368
1744.2668;2.1039;1.8283;2.063;2.0627;3085.7716;2921.7906;2993.6335;2993.1483;1658.6793;1779.2292;1675.0322;1675.1814;3027.3491;1667.07;2.0829;3062.9335;1661.7825;2.0961;3002.7319;1672.4083;2.0696;2844.2227;1730.7829;1.9323
1744.4192;2.0999;1.8229;2.0587;2.0584;3087.5615;2929.8441;2997.3515;2996.8927;1656.0956;1777.6533;1672.5511;1672.6999;3030.1493;1664.6898;2.0783;3065.1339;1659.3826;2.0917;3006.0127;1670.0484;2.065;2851.637;1728.5579;1.9276
1744.5716;2.0985;1.8185;2.057;2.0566;3091.3288;2938.615;3001.2202;3000.7943;1655.0444;1777.7723;1671.6573;1671.8019;3034.1819;1663.4782;2.0772;3069.0069;1658.1077;2.0907;3010.2275;1668.9011;2.0637;2858.201;1728.357;1.9242
1744.724;2.0968;1.8159;2.0551;2.0548;3091.8264;2940.5163;3002.0213;3001.6164;1655.8387;1779.2814;1672.5407;1672.6766;3035.0763;1664.3128;2.0754;3069.7798;1658.918;2.089;3011.2276;1669.7606;2.0619;2860.2778;1729.4905;1.9219
1744.8764;2.0946;1.8129;2.0528;2.0524;3087.9192;2935.8464;2997.7893;2997.4018;1656.7216;1780.7367;1673.4945;1673.6256;3030.8251;1665.2932;2.0731;3065.712;1659.8743;2.0867;3006.8407;1670.7656;2.0595;2854.6577;1730.765;1.9192
1745.0288;2.0933;1.8121;2.0516;2.0512;3084.4333;2930.6117;2994.2124;2993.8374;1657.1987;1781.1555;1673.966;1674.0924;3027.0515;1665.7769;2.0716;3061.9429;1660.3588;2.0852;3003.0516;1671.2484;2.0581;2851.028;1731.1514;1.9181
1745.1812;2.0926;1.8123;2.051;2.0507;3080.87;2924.362;2990.3402;2989.9609;1657.985;1781.6166;1674.7129;1674.8394;3023.1861;1666.6696;2.0709;3058.2416;1661.2642;2.0844;2999.0403;1672.1281;2.0574;2845.5379;1731.809;1.9181
1745.3336;2.0911;1.8098;2.0494;2.0491;3076.6794;2919.1495;2985.6028;2985.2103;1656.8855;1781.0385;1673.6769;1673.8083;3018.6019;1665.6187;2.0695;3053.8458;1660.1934;2.0831;2994.319;1671.0976;2.056;2839.873;1731.0334;1.9161
1745.486;2.0871;1.8029;2.045;2.0446;3065.1342;2905.5967;2972.9354;2972.5314;1652.7644;1778.2901;1669.7218;1669.8565;3007.3939;1661.6093;2.0653;3042.96;1656.1335;2.079;2982.8865;1667.1398;2.0516;2826.9184;1727.709;1.9103
1745.6384;2.0864;1.8004;2.0439;2.0436;3051.9432;2885.0103;2957.0942;2956.6758;1649.1986;1775.2751;1666.2183;1666.3521;2991.4961;1657.9059;2.0646;3028.0728;1652.4054;2.0783;2966.2154;1663.4617;2.0508;2803.6633;1724.4687;1.9082
1745.7908;2.0876;1.8024;2.0453;2.045;3063.4291;2903.3427;2970.5761;2970.1855;1649.2469;1775.0049;1666.2293;1666.3595;3004.592;1657.8047;2.0658;3040.4152;1652.3207;2.0796;2979.9007;1663.3436;2.0521;2822.3685;1724.1243;1.91
1745.9432;2.0895;1.8052;2.0473;2.047;3072.6654;2916.6541;2981.0394;2980.6611;1651.6551;1776.9549;1668.5836;1668.7105;3014.6493;1660.3144;2.0679;3050.055;1654.846;2.0816;2990.281;1665.8375;2.0542;2835.3352;1726.4422;1.9125
1746.0956;2.0908;1.8076;2.0488;2.0485;3078.8784;2924.8461;2988.0023;2987.6272;1653.7162;1778.5683;1670.5924;1670.7185;3021.2283;1662.3257;2.0691;3056.3474;1656.8738;2.0827;2997.0746;1667.8318;2.0555;2843.9049;1728.2087;1.9144
1746.248;2.0953;1.8136;2.0535;2.0532;3084.5485;2928.5835;2993.2495;2992.9052;1658.7026;1782.8597;1675.4967;1675.6124;3026.7122;1667.1848;2.0739;3061.924;1661.7607;2.0874;3002.47;1672.6623;2.0603;2848.3558;1732.7334;1.9199
1746.4004;2.1;1.8218;2.0588;2.0585;3089.1039;2928.7484;2997.3093;2997.0333;1668.0459;1790.8621;1684.685;1684.7737;3031.103;1676.4354;2.0787;3066.6043;1671.0561;2.0921;3006.5941;1681.8669;2.0653;2849.2686;1741.3366;1.9266
1746.5528;2.1033;1.8308;2.0628;2.0627;3095.356;2930.4995;3004.4249;3004.2223;1675.4897;1795.7731;1691.8283;1691.8978;3036.7574;1684.0449;2.0818;3071.9658;1678.7611;2.0949;3012.391;1689.3789;2.0686;2856.2436;1747.4185;1.9335
1746.7052;2.1033;1.8321;2.063;2.0629;3105.7356;2948.8944;3017.1644;3016.9404;1676.9118;1796.8711;1693.1816;1693.2504;3048.3883;1685.5964;2.0817;3082.7639;1680.3364;2.0948;3024.667;1690.9061;2.0687;2874.0608;1748.5641;1.9345
1746.8576;2.1014;1.8265;2.0606;2.0604;3104.54;2949.5805;3015.4896;3015.2281;1673.9931;1795.5412;1690.4974;1690.589;3048.5774;1682.9337;2.08;3083.0251;1677.6022;2.0932;3024.8505;1688.3165;2.0667;2874.2826;1747.0146;1.9302
1747.01;2.0983;1.8178;2.0566;2.0564;3086.8394;2929.2483;2995.1844;2994.8336;1661.4122;1784.8755;1678.127;1678.2427;3028.8691;1670.0063;2.077;3064.1729;1664.6049;2.0905;3004.5412;1675.4606;2.0635;2849.6796;1735.2565;1.9237
1747.1624;2.0919;1.8085;2.0498;2.0495;3080.1064;2925.9744;2989.1139;2988.7149;1654.3541;1779.3021;1671.2436;1671.3786;3022.4074;1662.9341;2.0703;3057.5471;1657.4823;2.084;2998.2411;1668.4401;2.0567;2845.008;1728.8386;1.9155
1747.3148;2.0867;1.8014;2.0443;2.044;3077.5811;2927.6285;2987.5031;2987.0991;1651.8333;1777.9199;1668.8547;1668.9942;3020.5454;1660.5041;2.0649;3055.4534;1655.0077;2.0786;2996.5842;1666.0556;2.0512;2845.0593;1726.9737;1.909
1747.4672;2.0846;1.8002;2.0424;2.0421;3076.4261;2927.3884;2987.1545;2986.7763;1649.3594;1774.9277;1666.3212;1666.4515;3019.2176;1658.1477;2.0626;3053.7671;1652.6677;2.0763;2995.5192;1663.6825;2.0489;2847.1302;1724.2617;1.9074
1747.6196;2.0838;1.8;2.0417;2.0413;3077.2896;2931.0814;2989.053;2988.6885;1644.4573;1769.3671;1661.3339;1661.4611;3020.7833;1653.3193;2.0616;3054.982;1647.8648;2.0753;2997.3504;1658.8284;2.048;2850.9548;1719.0717;1.907
1747.772;2.0826;1.7971;2.0403;2.0399;3073.3937;2929.1209;2985.3799;2984.9643;1635.402;1760.4515;1652.2898;1652.4343;3017.3743;1644.2613;2.0606;3051.4395;1638.8035;2.0744;2994.0656;1649.7739;2.0469;2849.0579;1710.1218;1.905
1747.9244;2.0766;1.7893;2.0339;2.0335;3061.8324;2917.0294;2973.6675;2973.2112;1628.233;1754.125;1645.2157;1645.3766;3005.1079;1637.0277;2.0543;3039.3178;1631.5435;2.0682;2981.6974;1642.5675;2.0405;2835.9418;1703.1785;1.8978
1748.0768;2.0734;1.7845;2.0305;2.0301;3053.1132;2907.7007;2964.3837;2963.9263;1624.4464;1751.3061;1641.5425;1641.704;2996.4695;1633.451;2.0508;3030.8787;1627.9361;2.0648;2972.9191;1639.0224;2.0369;2826.1547;1699.9853;1.8934
1748.2292;2.0755;1.7882;2.0328;2.0325;3041.5725;2885.5696;2950.7477;2950.3333;1620.7007;1745.7082;1637.5591;1637.6983;2983.6396;1629.5903;2.0529;3018.8124;1624.1302;2.0668;2959.4564;1635.1063;2.0391;2806.9963;1695.4824;1.8964
1748.3816;2.0805;1.7979;2.0385;2.0382;3041.4355;2881.2975;2950.4634;2950.0875;1620.5539;1743.7029;1637.1905;1637.3149;2982.218;1629.252;2.0579;3017.5995;1623.8849;2.0715;2957.8105;1634.6726;2.0443;2802.5207;1693.7071;1.9042
1748.534;2.0846;1.8031;2.0428;2.0425;3056.1488;2899.9482;2966.341;2965.9797;1625.9229;1747.923;1642.4319;1642.5483;2998.1678;1634.6095;2.0623;3032.9482;1629.2698;2.0758;2974.2219;1640.0021;2.0487;2823.3043;1698.777;1.9094
1748.6864;2.0856;1.803;2.0437;2.0433;3060.297;2905.0067;2970.0292;2969.6382;1631.0532;1754.1478;1647.6946;1647.8282;3002.5085;1639.7428;2.0635;3037.4492;1634.3622;2.0771;2978.4626;1645.1769;2.0499;2826.6802;1704.5469;1.9096
1748.8388;2.0868;1.8033;2.0447;2.0444;3060.9192;2904.6615;2969.8317;2969.3919;1633.2165;1757.057;1649.9574;1650.1028;3002.859;1641.8196;2.0649;3038.068;1636.4164;2.0786;2978.6231;1647.2766;2.0513;2824.9918;1706.9974;1.9102
1748.9912;2.088;1.8026;2.0456;2.0453;3061.2142;2905.1001;2969.2597;2968.8171;1633.1922;1757.6636;1650.0074;1650.1536;3002.943;1641.889;2.0662;3038.383;1636.4575;2.08;2978.5481;1647.3749;2.0525;2823.7606;1707.5909;1.9103
1749.1436;2.0883;1.8033;2.046;2.0457;3055.7218;2896.8485;2963.2015;2962.7931;1627.8768;1751.7632;1644.6141;1644.7497;2997.7611;1636.5098;2.0667;3033.3902;1631.1028;2.0804;2973.2156;1641.971;2.0529;2816.9926;1701.918;1.9109
1749.296;2.0865;1.8003;2.044;2.0437;3035.5154;2866.4465;2939.8277;2939.4043;1621.4231;1745.5374;1638.189;1638.3217;2975.0937;1629.9576;2.0647;3011.7972;1624.5486;2.0784;2949.7021;1635.421;2.0509;2786.4991;1695.3897;1.9083
1749.4484;2.0844;1.7992;2.042;2.0417;3026.8941;2854.0356;2931.4341;2931.0295;1618.8331;1742.3904;1635.5126;1635.6404;2966.5075;1627.3628;2.0625;3003.4653;1621.9648;2.0762;2940.9039;1632.8152;2.0487;2774.7046;1692.6337;1.9065
1749.6008;2.0794;1.7999;2.0379;2.0376;3023.072;2850.2963;2930.2928;2929.9023;1616.6611;1737.7483;1633.0459;1633.1678;2963.065;1625.6235;2.0568;2999.2006;1620.327;2.0702;2937.9991;1630.9722;2.0433;2776.65;1688.9896;1.9053
1749.7532;2.076;1.8007;2.0353;2.035;3021.1652;2848.8483;2930.313;2929.9228;1613.9912;1732.7092;1630.0814;1630.2023;2961.1149;1623.1104;2.0528;2996.5559;1617.8996;2.066;2936.5161;1628.372;2.0395;2780.1154;1684.9806;1.9046
1749.9056;2.0757;1.8045;2.0354;2.0352;3022.2386;2850.0123;2933.9624;2933.625;1612.5796;1729.5286;1628.4366;1628.5404;2963.5152;1621.827;2.0521;2998.3893;1616.6919;2.0652;2939.2942;1627.0116;2.0391;2784.2486;1682.5262;1.9068
1750.058;2.077;1.8038;2.0364;2.0362;3027.7912;2859.4379;2938.9706;2938.6805;1611.9411;1729.5615;1627.8939;1627.9866;2968.8953;1621.0497;2.0535;3003.6753;1615.8859;2.0666;2944.7886;1626.2633;2.0403;2791.8137;1682.2335;1.9067
1750.2104;2.0825;1.8026;2.0409;2.0407;3033.8951;2867.7245;2942.0028;2941.7157;1612.8824;1733.6741;1629.2257;1629.3149;2974.4684;1621.6545;2.06;3010.0529;1616.3723;2.0734;2949.8534;1626.9888;2.0465;2793.0473;1684.9669;1.9081
1750.3628;2.0854;1.7999;2.043;2.0427;3036.3173;2871.2892;2942.4275;2942.1277;1613.9163;1737.2846;1630.583;1630.6788;2976.8204;1622.4719;2.0635;3013.0428;1617.0919;2.0772;2951.7981;1627.9057;2.0497;2791.2412;1687.4716;1.9075
1750.5152;2.0866;1.8015;2.0443;2.0441;3036.1057;2869.3887;2941.6506;2941.35;1614.6869;1737.5758;1631.3079;1631.4026;2976.2028;1623.1964;2.0648;3012.5627;1617.8232;2.0785;2951.0717;1628.6234;2.0511;2789.9925;1688.1294;1.9089
1750.6676;2.0878;1.8085;2.0463;2.0461;3034.6092;2863.0247;2941.0386;2940.7582;1616.2498;1736.7365;1632.538;1632.6256;2974.625;1624.8533;2.0656;3010.8125;1619.5864;2.079;2949.538;1630.1718;2.0521;2788.1445;1688.0842;1.9137
1750.82;2.0904;1.8142;2.0494;2.0492;3034.6408;2859.677;2940.9981;2940.7383;1619.1744;1737.9125;1635.2896;1635.3673;2974.2373;1627.7707;2.0682;3010.5334;1622.5586;2.0815;2949.0182;1633.0334;2.0549;2785.9605;1690.1876;1.9183
1750.9724;2.091;1.8149;2.05;2.0498;3037.5482;2863.4014;2944.1121;2943.8815;1620.4524;1739.5801;1636.5722;1636.6429;2977.3061;1629.1233;2.0689;3013.4987;1623.914;2.0822;2952.1689;1634.383;2.0556;2789.8256;1691.5479;1.9191
1751.1248;2.0866;1.807;2.0451;2.0449;3037.5402;2867.6211;2944.4157;2944.1777;1619.9215;1740.7686;1636.2845;1636.3595;2978.0092;1628.612;2.0646;3014.0061;1623.3236;2.0781;2953.0762;1633.9526;2.0511;2793.275;1692.0962;1.9126
1751.2772;2.0819;1.7993;2.0399;2.0397;3040.4717;2877.6678;2948.7741;2948.5307;1619.6191;1742.1298;1636.1773;1636.2557;2979.8026;1628.4234;2.0595;3015.2847;1623.0706;2.0731;2955.3071;1633.8297;2.0459;2800.0481;1692.6835;1.906
1751.4296;2.0817;1.7958;2.0394;2.0392;3056.7961;2907.2511;2967.3823;2967.129;1618.5528;1742.5109;1635.3272;1635.4148;3000.6098;1627.3009;2.0597;3035.1606;1621.8859;2.0735;2976.9147;1632.7705;2.0459;2828.2981;1692.6817;1.9037
1751.582;2.0826;1.7946;2.0397;2.0395;3033.7431;2869.3811;2939.1572;2938.85;1614.9952;1739.8651;1631.8403;1631.9398;2974.1179;1623.5881;2.0605;3010.4589;1618.1509;2.0744;2949.036;1629.0805;2.0466;2788.8932;1689.4006;1.9032
1751.7344;2.0835;1.7961;2.0408;2.0406;3021.0414;2847.8748;2924.2477;2923.9399;1611.8495;1735.9823;1628.607;1628.7047;2959.9194;1620.4212;2.0616;2997.1031;1615.0083;2.0754;2934.1594;1625.8889;2.0478;2767.7934;1685.9433;1.9045
1751.8868;2.0831;1.7956;2.0404;2.0402;3019.7726;2846.3302;2922.8917;2922.5941;1610.3684;1734.54;1627.1294;1627.2197;2958.471;1618.8806;2.0612;2995.68;1613.4684;2.0751;2932.6919;1624.3476;2.0474;2766.2512;1684.3938;1.904
1752.0392;2.0826;1.7947;2.0398;2.0396;3021.2789;2849.7717;2924.8679;2924.6102;1609.7874;1734.0418;1626.5599;1626.6399;2960.2648;1618.3643;2.0606;2997.3064;1612.9466;2.0745;2934.6224;1623.8369;2.0467;2769.4057;1683.953;1.9032
1752.1916;2.0811;1.7925;2.0383;2.0381;3024.847;2858.0873;2929.6014;2929.3544;1607.7536;1732.433;1624.571;1624.6505;2964.5181;1616.3697;2.0593;3001.1529;1610.9422;2.0732;2939.2062;1621.8524;2.0454;2776.9771;1682.0832;1.9015
1752.344;2.0784;1.7885;2.0354;2.0351;3029.5061;2869.1005;2935.7606;2935.4884;1606.9664;1732.3377;1623.8723;1623.9595;2970.0402;1615.5137;2.0563;3006.1339;1610.0544;2.0703;2945.175;1621.0289;2.0423;2787.0455;1681.6472;1.8977
1752.4964;2.0789;1.7894;2.0359;2.0357;3033.4449;2874.3764;2940.1924;2939.905;1608.8041;1734.1879;1625.7165;1625.812;2974.2088;1617.4315;2.0569;3010.1319;1611.976;2.0708;2949.472;1622.9428;2.0429;2792.3698;1683.488;1.8986
1752.6488;2.0791;1.7925;2.0366;2.0363;3033.722;2873.1681;2941.1514;2940.8691;1610.7493;1734.6711;1627.4768;1627.5684;2974.7792;1619.4204;2.0568;3010.531;1614.006;2.0706;2950.1422;1624.8897;2.043;2793.8202;1684.7828;1.9003
