Depth;LFP_RHOB_B;LFP_RHOB_G;LFP_RHOB_O;LFP_RHOB_V;LFP_VP_B;LFP_VP_G;LFP_VP_O;LFP_VP_V;LFP_VS_B;LFP_VS_G;LFP_VS_O;LFP_VS_V;Vp_50oil50water;Vs_50oil50water;Rho_50oil50water;Vp_20oil80water;Vs_20oil80water;Rho_20oil80water;Vp_80oil20water;Vs_80oil20water;Rho_80oil20water;Vp_50oil50gas;Vs_50oil50gas;Rho_50oil50gas
1752.8012;2.0792;1.7995;2.0377;2.0375;3030.7853;2865.0546;2939.5159;2939.2774;1612.9021;1733.4041;1629.214;1629.2885;2971.5739;1621.7515;2.0565;3007.0176;1616.4654;2.07;2947.06;1627.0895;2.0431;2791.078;1684.9783;1.905
1752.9536;2.0783;1.7961;2.0365;2.0363;3031.7473;2867.5065;2940.2868;2940.0589;1614.9065;1737.0375;1631.4237;1631.4955;2972.3634;1623.8389;2.0556;3007.843;1618.5011;2.0692;2947.8534;1629.2298;2.042;2792.1531;1687.8335;1.9027
1753.106;2.08;1.7942;2.0375;2.0373;3038.0264;2876.7494;2945.2561;2945.0733;1617.7912;1742.3268;1634.6043;1634.6657;2978.7662;1626.4283;2.0577;3014.5607;1621.0041;2.0715;2954.085;1631.9074;2.044;2797.2799;1691.8716;1.9016
1753.2584;2.0839;1.7962;2.0412;2.0411;3040.5946;2876.8723;2946.3162;2946.1708;1624.0088;1748.5894;1640.8473;1640.8913;2980.7835;1632.4746;2.0619;3017.0089;1627.0255;2.0757;2955.7909;1637.9787;2.048;2796.5846;1698.4272;1.9048
1753.4108;2.0892;1.8068;2.0473;2.0472;3041.4675;2872.0592;2946.4918;2946.3929;1626.306;1748.9992;1642.9032;1642.9338;2980.9869;1634.9744;2.0674;3017.5171;1629.6175;2.081;2955.6914;1640.3844;2.0538;2793.3086;1699.5684;1.9133
1753.5632;2.0926;1.8135;2.0511;2.0511;3048.5972;2879.6751;2955.1779;2955.0862;1625.6541;1746.6109;1642.035;1642.0643;2988.18;1634.1553;2.0707;3024.2697;1628.8705;2.0841;2963.1825;1639.4919;2.0572;2802.437;1697.7227;1.9185
1753.7156;2.0944;1.8166;2.0532;2.0531;3072.1642;2917.1824;2982.7153;2982.6231;1628.6392;1748.6496;1644.9081;1644.9378;3014.5796;1637.1072;2.0727;3049.1636;1631.8505;2.0861;2990.7601;1642.4151;2.0593;2840.2594;1700.3066;1.9214
1753.868;2.0926;1.8165;2.0516;2.0516;3077.3595;2925.6926;2989.5185;2989.4753;1632.6373;1752.0207;1648.8399;1648.8569;3020.6358;1641.2054;2.0707;3054.6624;1635.9589;2.084;2997.2344;1646.5025;2.0574;2850.788;1704.0941;1.9206
1754.0204;2.0866;1.8152;2.0463;2.0463;3073.9116;2922.6411;2989.0174;2989.0049;1633.3039;1751.4358;1649.348;1649.3521;3018.0011;1642.4281;2.064;3051.149;1637.2439;2.0771;2995.206;1647.6618;2.0509;2853.5679;1704.0183;1.9175
1754.1728;2.0843;1.8134;2.0441;2.0442;3071.1129;2920.7255;2986.8018;2986.818;1628.5529;1745.8203;1644.477;1644.4708;3014.9884;1637.6204;2.0613;3047.81;1632.4682;2.0743;2992.4245;1642.8216;2.0482;2853.4797;1698.7016;1.9157
1754.3252;2.0871;1.8122;2.0463;2.0463;3071.3616;2922.7076;2985.8335;2985.8685;1621.9132;1740.4661;1637.9988;1637.9872;3015.487;1630.7865;2.0645;3048.7169;1625.5823;2.0777;2992.6723;1636.041;2.0512;2851.1388;1692.8933;1.9158
1754.4776;2.0885;1.8117;2.0474;2.0475;3067.6249;2918.0385;2980.422;2980.4576;1616.3841;1735.9365;1632.585;1632.5749;3011.1092;1625.0634;2.0664;3044.8781;1619.8329;2.0798;2987.9149;1630.3449;2.0531;2843.2714;1687.7324;1.9158
1754.63;2.0861;1.8054;2.0444;2.0444;3061.7619;2912.3067;2973.8394;2973.8383;1613.6776;1734.4392;1630.0182;1630.0183;3005.1572;1622.3129;2.064;3039.2537;1617.0337;2.0775;2981.7454;1627.6442;2.0505;2835.5077;1685.72;1.9117
1754.7824;2.0779;1.7992;2.0365;2.0365;3055.8367;2908.5152;2970.1016;2970.0924;1611.1357;1731.3647;1627.4175;1627.4205;2999.5971;1620.1775;2.0551;3032.954;1614.9108;2.0685;2976.7229;1625.4962;2.0417;2835.3687;1683.0819;1.9043
1754.9348;2.0754;1.7967;2.034;2.034;3054.0517;2908.5064;2969.1033;2969.1166;1609.3652;1729.6693;1625.6549;1625.6519;2997.9858;1618.3586;2.0523;3031.0246;1613.0901;2.0657;2975.3576;1623.6791;2.0388;2836.6923;1681.175;1.9018
1755.0872;2.0766;1.8001;2.0356;2.0357;3052.1346;2902.2713;2966.6196;2966.7155;1612.0843;1731.5495;1628.2708;1628.2394;2995.837;1621.0312;2.0535;3029.1723;1615.7895;2.0668;2972.9484;1626.3242;2.0402;2831.345;1683.4798;1.904
1755.2396;2.0813;1.8036;2.0401;2.0402;3048.296;2891.435;2960.1257;2960.263;1615.1628;1735.0294;1631.408;1631.3636;2990.6148;1624.1156;2.0584;3024.8701;1618.8728;2.0717;2967.0089;1629.4098;2.045;2819.1082;1686.663;1.9085
1755.392;2.0827;1.8035;2.0413;2.0414;3044.3877;2883.9423;2954.2609;2954.3965;1615.9435;1736.4555;1632.2605;1632.2165;2985.8205;1624.7544;2.0602;3020.7308;1619.4745;2.0737;2961.7341;1630.0861;2.0468;2809.8469;1687.9854;1.9088
1755.5444;2.0795;1.8005;2.0381;2.0382;3037.4275;2874.2069;2947.001;2947.0985;1616.5704;1737.5971;1632.9847;1632.9548;2978.8562;1625.4913;2.0569;3013.9838;1620.2059;2.0703;2954.5872;1630.8287;2.0434;2800.7079;1688.6954;1.9057
1755.6968;2.0718;1.7863;2.0294;2.0294;3026.6375;2865.1497;2934.9989;2935.0102;1615.1259;1739.0146;1631.8636;1631.8576;2967.356;1624.3782;2.0491;3002.9025;1618.9465;2.0628;2942.8396;1629.8652;2.0353;2787.6693;1689.6291;1.894
1755.8492;2.0673;1.7779;2.0243;2.0243;3020.2595;2862.3459;2928.5296;2928.5065;1606.9301;1732.9801;1623.933;1623.9434;2961.2287;1616.0227;2.0444;2996.7275;1610.5411;2.0583;2936.7974;1621.5607;2.0304;2783.0218;1682.0077;1.8871
1756.0016;2.0682;1.7788;2.0252;2.0252;3017.7757;2856.3782;2925.4026;2925.3956;1605.1259;1730.3204;1621.9847;1621.9768;2958.238;1614.005;2.0451;2993.9532;1608.5269;2.059;2933.6395;1619.5395;2.0311;2778.363;1680.0032;1.8875
1756.154;2.0767;1.7945;2.0348;2.0348;3021.0286;2854.533;2928.5559;2928.657;1605.4375;1727.1124;1621.9514;1621.9254;2961.1603;1614.3564;2.0538;2996.9938;1609.0386;2.0674;2936.3686;1619.7263;2.0402;2778.4383;1678.1323;1.9007
1756.3064;2.082;1.8067;2.0411;2.0412;3033.6641;2866.4281;2943.7982;2943.9784;1607.3142;1725.4704;1623.2661;1623.2098;2973.8546;1616.0904;2.0591;3008.8514;1610.9123;2.0723;2949.6275;1621.3185;2.0458;2796.0005;1677.8327;1.9103
1756.4588;2.0822;1.8073;2.0413;2.0415;3047.2831;2889.8208;2959.8218;2959.993;1610.5999;1728.7188;1626.6417;1626.5865;2990.6086;1619.5435;2.0594;3024.5791;1614.3623;2.0726;2967.1896;1624.7748;2.0462;2820.7217;1681.202;1.9112
1756.6112;2.0792;1.7991;2.0376;2.0377;3025.4352;2855.5443;2932.7759;2932.9499;1613.0913;1734.1091;1629.4765;1629.4214;2965.6463;1621.9266;2.0564;3001.47;1616.6321;2.0699;2940.8337;1627.2736;2.0429;2782.7126;1685.2841;1.9046
1756.7636;2.0769;1.796;2.0352;2.0353;3014.5243;2839.05;2920.531;2920.7577;1613.6847;1735.4169;1630.1598;1630.0921;2953.7266;1622.7541;2.0542;2990.2867;1617.4286;2.0678;2928.3426;1628.1325;2.0407;2764.2984;1686.5361;1.9019
1756.916;2.0756;1.797;2.0342;2.0345;3012.8502;2837.8513;2920.121;2920.417;1610.1465;1730.2931;1626.4197;1626.326;2952.2963;1619.1526;2.0524;2988.4156;1613.887;2.0658;2927.2126;1624.4701;2.0389;2766.1165;1681.9394;1.902
1757.0684;2.0785;1.8036;2.0377;2.038;3007.6713;2825.6756;2914.2397;2914.6298;1607.4966;1725.4799;1623.4975;1623.3822;2946.6233;1616.5126;2.0555;2983.0425;1611.3266;2.0687;2921.249;1621.749;2.0422;2757.2721;1678.2104;1.9071
1757.2208;2.0816;1.8044;2.0404;2.0407;3005.0652;2820.7766;2909.9206;2910.3237;1604.6046;1723.5964;1620.7287;1620.6116;2942.9456;1613.5322;2.0586;2979.9714;1608.3308;2.072;2917.121;1618.7845;2.0453;2748.8668;1675.5775;1.909
1757.3732;2.0839;1.803;2.0422;2.0425;3014.6336;2837.142;2918.8135;2919.1625;1603.8653;1724.3785;1620.1699;1620.0627;2952.9907;1612.4754;2.0617;2989.8844;1607.2056;2.0753;2927.3542;1617.7975;2.0482;2761.9825;1675.8025;1.9089
1757.5256;2.0837;1.8032;2.042;2.0423;3019.2573;2843.6045;2924.7097;2925.0524;1605.1792;1725.3254;1621.4782;1621.3772;2958.4939;1613.8989;2.0611;2995.0245;1608.6292;2.0747;2933.1369;1619.2207;2.0476;2769.8167;1677.126;1.9086
1757.678;2.089;1.8157;2.0484;2.0487;3021.9737;2841.5405;2928.2314;2928.6299;1607.9618;1724.666;1623.7621;1623.6449;2961.0518;1616.4927;2.0666;2997.4836;1611.368;2.0798;2935.6674;1621.6665;2.0534;2770.8282;1677.647;1.9186
1757.8304;2.0941;1.8224;2.0537;2.0541;3028.1547;2844.9674;2933.574;2934.0291;1614.6046;1730.6796;1630.3897;1630.2578;2966.7071;1623.1332;2.0718;3003.3379;1618.0281;2.0849;2941.153;1628.287;2.0587;2775.0438;1684.026;1.9246
1757.9828;2.096;1.8244;2.0556;2.056;3030.0288;2845.7973;2934.8867;2935.3743;1616.893;1733.257;1632.6869;1632.5468;2968.6778;1625.5517;2.074;3005.4901;1620.4495;2.0871;2942.9824;1630.7024;2.0609;2775.4173;1686.4526;1.9269
1758.1352;2.0937;1.8171;2.0526;2.0529;3026.6107;2844.2616;2930.305;2930.7829;1615.0427;1733.5489;1631.1215;1630.9822;2964.8857;1623.6047;2.0717;3001.9619;1618.4105;2.085;2939.055;1628.8492;2.0584;2771.1784;1685.9042;1.9214
1758.2876;2.0907;1.8139;2.0496;2.0499;3025.5749;2844.6856;2929.672;2930.1608;1614.4578;1733.2953;1630.5891;1630.4459;2963.9009;1623.0351;2.0687;3000.9125;1617.8211;2.0821;2938.1301;1628.2998;2.0554;2770.7265;1685.5674;1.9181
1758.44;2.089;1.8139;2.0482;2.0485;3028.8698;2851.5521;2935.2147;2935.738;1614.8143;1732.9408;1630.8261;1630.6683;2968.1333;1623.5194;2.0666;3004.3761;1618.3433;2.0798;2942.9242;1628.7455;2.0533;2780.4354;1685.3457;1.9177
1758.5924;2.0896;1.8181;2.0492;2.0497;3038.0356;2864.6932;2946.6375;2947.2013;1617.2981;1733.9638;1633.153;1632.984;2978.1501;1626.067;2.067;3013.7619;1620.9412;2.0801;2953.3998;1631.2416;2.0539;2794.1692;1687.0884;1.9201
1758.7448;2.0945;1.8234;2.0542;2.0547;3063.8354;2900.6113;2974.678;2975.2783;1628.3782;1744.948;1644.2303;1644.0406;3005.2319;1636.5395;2.0722;3039.6636;1631.4102;2.0852;2981.4168;1641.7174;2.0591;2831.3406;1697.6759;1.9256
1758.8972;2.1016;1.8262;2.0607;2.0612;3091.7649;2935.8447;3001.7283;3002.3417;1652.4186;1772.6372;1668.7415;1668.5428;3034.1901;1660.8812;2.0802;3068.9181;1655.6122;2.0934;3010.2463;1666.2008;2.0669;2858.3968;1724.2471;1.93
1759.0496;2.1076;1.8323;2.0667;2.0673;3106.342;2952.2622;3016.0943;3016.7252;1662.2287;1782.5867;1678.5809;1678.3755;3049.1102;1670.6471;2.0866;3083.7361;1665.3589;2.0999;3025.2668;1675.986;2.0734;2874.5725;1734.4439;1.936
1759.202;2.1128;1.8404;2.0723;2.0728;3116.3144;2961.9864;3026.4381;3027.1005;1668.4977;1787.6834;1684.7075;1684.493;3059.3483;1676.7056;2.092;3093.9286;1671.4705;2.1051;3035.5089;1681.9902;2.0789;2883.9525;1739.7864;1.943
1759.3544;2.118;1.8483;2.0779;2.0785;3139.8872;2993.6307;3052.5967;3053.2648;1677.377;1795.5857;1693.4723;1693.2498;3083.4833;1685.5283;2.0974;3117.1683;1680.3292;2.1104;3060.3278;1690.7759;2.0844;2914.3374;1748.1266;1.9498
1759.5068;2.1241;1.8575;2.0845;2.085;3171.4665;3038.5384;3088.3516;3089.0274;1683.6539;1800.3413;1699.566;1699.3302;3118.2674;1691.7088;2.1037;3150.3949;1686.5661;2.1166;3096.3123;1696.8988;2.0909;2960.1023;1753.5784;1.9579
1759.6592;2.1279;1.8633;2.0886;2.0892;3174.338;3039.733;3091.0202;3091.7225;1685.1833;1801.0627;1700.9975;1700.7551;3121.7588;1693.2856;2.1076;3153.9395;1688.1833;2.1204;3099.741;1698.4345;2.0949;2962.5558;1754.6079;1.9628
1759.8116;2.1282;1.8636;2.0889;2.0895;3163.5854;3022.2068;3078.3478;3079.0737;1683.8068;1799.2453;1699.5559;1699.3127;3109.3723;1691.8791;2.1082;3142.2874;1686.7886;2.1209;3086.7703;1697.016;2.0955;2944.5483;1753.0984;1.9636
1759.964;2.1207;1.8523;2.0808;2.0814;3152.4456;3012.1576;3066.9949;3067.6804;1677.8443;1795.3244;1693.8498;1693.6178;3097.9748;1686.0748;2.1001;3130.9366;1680.9053;2.113;3075.3781;1691.2922;2.0872;2933.9896;1748.2892;1.9533
1760.1164;2.1097;1.8362;2.069;2.0696;3125.2077;2981.5884;3038.1484;3038.7833;1664.2838;1783.8912;1680.5447;1680.3287;3070.9687;1672.8037;2.089;3104.5025;1667.5537;2.1022;3047.9691;1678.1035;2.0758;2903.8784;1736.0542;1.9396
1760.2688;2.0964;1.8198;2.0553;2.0558;3073.9332;2911.1893;2982.0916;2982.7295;1649.3083;1770.2681;1665.7222;1665.5185;3015.6752;1657.9742;2.0749;3051.0749;1652.6695;2.0882;2991.2094;1663.3302;2.0615;2835.1705;1721.7527;1.924
1760.4212;2.0936;1.8169;2.0525;2.053;3061.2287;2893.1195;2968.4475;2969.0939;1644.2573;1765.2086;1660.6567;1660.4556;3001.4472;1652.986;2.0717;3037.2267;1647.6939;2.085;2976.6643;1658.3294;2.0584;2818.1034;1716.4801;1.9212
1760.5736;2.0958;1.8193;2.0547;2.0552;3075.3987;2916.1918;2984.6567;2985.2848;1643.8808;1764.1381;1660.2408;1660.039;3015.9387;1652.4427;2.0737;3050.9543;1647.1549;2.0871;2991.7693;1657.7817;2.0604;2838.7887;1715.942;1.9231
1760.726;2.105;1.8369;2.0651;2.0657;3113.6998;2968.5761;3029.2818;3029.9359;1647.4704;1763.7062;1663.2619;1663.0451;3058.1577;1655.8789;2.0833;3090.8097;1650.7694;2.0962;3035.747;1661.0361;2.0704;2897.1873;1716.8752;1.9379
1760.8784;2.1114;1.8499;2.0725;2.0731;3120.7306;2973.3756;3037.1183;3037.8192;1653.1883;1766.1341;1668.6069;1668.374;3066.3821;1661.7221;2.0898;3098.7575;1656.733;2.1024;3044.1057;1666.7566;2.0772;2905.9763;1720.9705;1.9484
1761.0308;2.1164;1.8587;2.0782;2.0788;3105.1941;2939.6802;3017.9524;3018.7644;1655.5955;1766.4286;1670.7793;1670.5332;3047.6921;1664.0702;2.0949;3081.412;1659.1557;2.1073;3024.2918;1669.0285;2.0825;2876.2209;1722.2747;1.9557
1761.1832;2.1206;1.8621;2.0822;2.0828;3093.4546;2915.8535;3002.0148;3002.8963;1657.1784;1768.3948;1672.3985;1672.1446;3033.8477;1665.4894;2.0993;3069.1867;1660.5675;2.1118;3009.187;1670.4553;2.0869;2849.4224;1723.9655;1.9593
1761.3356;2.1206;1.8612;2.0821;2.0827;3074.6623;2883.0579;2979.0248;2979.9726;1657.6953;1769.6661;1672.9649;1672.7076;3013.5963;1666.0023;2.0998;3050.4439;1661.0662;2.1123;2987.7498;1670.9827;2.0873;2817.3953;1724.7756;1.9592
1761.488;2.1113;1.8461;2.0719;2.0725;3041.5773;2836.0852;2941.0197;2941.9421;1656.9301;1771.9962;1672.6228;1672.3757;2977.1603;1665.4087;2.09;3015.881;1660.3377;2.1027;2949.8923;1670.5269;2.0772;2767.5499;1725.854;1.946
1761.6404;2.1;1.829;2.0597;2.0602;3027.7676;2824.7013;2927.0151;2927.8229;1654.9981;1773.2401;1671.1099;1670.8874;2963.3987;1663.7266;2.0784;3002.3376;1658.525;2.0914;2936.0245;1668.9776;2.0653;2752.9684;1725.9111;1.9313
1761.7928;2.0945;1.8223;2.054;2.0545;3026.0708;2826.9872;2926.5818;2927.3252;1653.8185;1773.0066;1670.0252;1669.8157;2961.3912;1662.6087;2.0722;2999.823;1657.3676;2.0854;2934.423;1667.8999;2.0591;2756.3577;1725.1752;1.9247
1761.9452;2.0996;1.8338;2.0601;2.0606;3038.1342;2840.1264;2940.9413;2941.7124;1655.9024;1771.9759;1671.7105;1671.4983;2974.9311;1664.6745;2.0772;3012.7031;1659.5617;2.0901;2948.3982;1669.835;2.0644;2772.7272;1725.3666;1.9337
1762.0976;2.1129;1.8557;2.0747;2.0753;3052.7746;2849.8951;2956.336;2957.2389;1660.4188;1771.6339;1675.6402;1675.4001;2989.5025;1668.9991;2.0911;3026.9722;1664.0645;2.1036;2963.0983;1673.9779;2.0787;2787.6703;1727.3403;1.9522
1762.25;2.122;1.8641;2.0837;2.0843;3072.4956;2875.0547;2976.0757;2977.0476;1663.9376;1775.022;1679.1388;1678.8792;3009.9085;1672.3048;2.1007;3047.1794;1667.3904;2.1131;2983.6913;1677.2629;2.0882;2809.7353;1730.622;1.9614
1762.4024;2.124;1.8633;2.0853;2.0859;3087.2421;2899.9641;2991.2833;2992.2293;1665.9656;1779.0131;1681.4203;1681.1562;3025.8011;1674.1548;2.1035;3062.6874;1669.166;2.1161;2999.9718;1679.1885;2.0909;2829.6637;1733.7466;1.9614
1762.5548;2.119;1.8516;2.0793;2.0799;3091.0782;2912.2192;2995.7293;2996.6025;1667.4648;1783.8837;1683.3346;1683.0809;3030.6742;1675.6502;2.0984;3067.1885;1670.528;2.1113;3005.2289;1680.8198;2.0855;2839.3993;1737.1417;1.9525
1762.7072;2.114;1.8434;2.0737;2.0743;3094.7167;2924.5389;3001.0162;3001.8133;1667.7376;1785.5558;1683.7965;1683.5515;3034.4574;1676.0752;2.093;3070.4367;1670.8831;2.1061;3009.4749;1681.316;2.08;2848.0348;1738.522;1.9454
1762.8596;2.1127;1.8416;2.0725;2.0731;3103.875;2941.3242;3011.9907;3012.7634;1665.7856;1784.397;1681.8975;1681.655;3046.0847;1674.0728;2.0919;3081.3174;1668.8667;2.105;3021.7121;1679.3284;2.0789;2865.7782;1736.7692;1.9435
1763.012;2.1127;1.8484;2.0733;2.074;3094.0258;2922.4705;3002.6746;3003.5459;1664.6122;1779.7031;1680.3278;1680.0674;3034.7997;1673.0816;2.0912;3070.041;1668.0066;2.104;3010.2978;1678.2034;2.0785;2852.7205;1733.5914;1.9478
1763.1644;2.1131;1.8522;2.0743;2.075;3090.9812;2915.7123;3000.5247;3001.4496;1663.4419;1776.5279;1678.8627;1678.5926;3032.282;1671.9634;2.0917;3067.3749;1666.9615;2.1043;3007.836;1677.0109;2.0791;2849.8358;1731.4456;1.9506
1763.3168;2.1092;1.8442;2.0698;2.0704;3071.4681;2888.8651;2977.2894;2978.1706;1659.9915;1775.0619;1675.6847;1675.4278;3011.4063;1668.4627;2.0877;3047.6842;1663.3845;2.1004;2986.0748;1673.5876;2.0749;2821.3325;1728.9676;1.9441
1763.4692;2.106;1.8346;2.0657;2.0662;3052.1248;2862.0357;2953.9351;2954.7697;1651.6154;1770.2899;1667.742;1667.5118;2989.1883;1660.5758;2.0847;3026.8963;1655.3842;2.0977;2962.8192;1665.8166;2.0716;2789.5757;1722.7865;1.9368
1763.6216;2.1057;1.8337;2.0653;2.0658;3061.566;2888.0016;2967.4954;2968.2419;1629.6152;1746.1836;1645.4733;1645.2502;3000.9891;1638.033;2.0844;3037.1751;1632.9028;2.0975;2975.8379;1643.2119;2.0712;2813.3136;1699.6308;1.936
1763.774;2.1056;1.8354;2.0654;2.066;3064.8189;2895.9571;2972.8939;2973.6422;1619.6441;1734.8254;1635.3248;1635.1006;3006.589;1627.9756;2.0842;3041.9076;1622.91;2.0972;2982.0919;1633.0889;2.0712;2825.3007;1688.6331;1.9372
1763.9264;2.1051;1.8326;2.0646;2.0652;3043.3478;2861.1719;2946.8379;2947.6228;1617.0449;1733.0903;1632.824;1632.5986;2981.8741;1625.2652;2.0837;3018.8009;1620.1685;2.0968;2956.1315;1630.4104;2.0706;2788.7977;1686.4408;1.9353
1764.0788;2.1064;1.8313;2.0655;2.0661;3036.3045;2850.4068;2937.6738;2938.5072;1614.4138;1731.7289;1630.3483;1630.1162;2974.0308;1622.6955;2.0853;3011.7562;1617.5596;2.0985;2947.7017;1627.8806;2.072;2774.7132;1684.5675;1.9349
1764.2312;2.1068;1.8327;2.066;2.0666;3035.888;2851.7446;2937.8617;2938.7183;1604.2751;1720.1395;1620.0251;1619.7823;2973.753;1612.5109;2.0858;3011.2206;1607.4195;2.099;2947.6205;1617.651;2.0725;2776.982;1673.8641;1.9357
1764.3836;2.1052;1.8348;2.0651;2.0658;3035.9202;2856.386;2941.3828;2942.2618;1593.3966;1706.7352;1608.8296;1608.5803;2975.1247;1601.6107;2.0839;3011.5387;1596.6312;2.0969;2949.7458;1606.6372;2.0709;2785.3473;1661.1938;1.937
1764.536;2.1006;1.8348;2.0612;2.0619;3034.4468;2857.3176;2942.4697;2943.3647;1589.2752;1700.4642;1604.4313;1604.1741;2974.0873;1597.6497;2.0786;3009.4714;1592.7452;2.0914;2949.4475;1602.5998;2.0658;2791.6954;1655.9142;1.9348
1764.6884;2.0989;1.8389;2.0602;2.0609;3026.9047;2845.3727;2937.4931;2938.4454;1585.3119;1693.0563;1600.0316;1599.7664;2967.6524;1593.9253;2.0763;3002.669;1589.1384;2.0888;2943.192;1598.7559;2.0637;2785.294;1650.4017;1.9368
